Month;Start_Date;End_Date;Station;PumpCycle;Datetime;diff_flux_umol_m2_h1;CO2_diff_umol_m2_h1
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;8;2023-05-03T20:19:57Z;30,799456006612044;-82,6805641032335
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;9;2023-05-03T21:21:42Z;36,927773223225898;NA
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;10;2023-05-03T22:23:26Z;31,605535878293939;271,9818653869964
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;11;2023-05-03T23:25:06Z;34,628052741774106;748,6396694133396
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;12;2023-05-04T00:26:47Z;40,815556040721304;1612,1724595942603
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;13;2023-05-04T01:28:27Z;36,973036401219915;2918,7420294195745
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;14;2023-05-04T02:30:08Z;32,997544613911444;3163,7242109284916
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;15;2023-05-04T03:31:48Z;33,534033850255540;3236,1541972165769
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;16;2023-05-04T04:33:27Z;38,553794415402258;4051,0060814863518
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;17;2023-05-04T05:35:08Z;38,720031841408769;4146,9238586750489
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;18;2023-05-04T06:36:49Z;39,196621501245431;4276,9374530132436
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;19;2023-05-04T07:38:29Z;44,969866513543629;4348,3049532434543
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;20;2023-05-04T08:40:13Z;49,536757688172109;4194,1781026239123
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;14;21;2023-05-04T09:41:57Z;41,815906962240298;3145,3531709080003
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;2;2023-05-03T14:24:12Z;NA;-119,8891940114090
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;3;2023-05-03T15:28:54Z;22,668384119671959;-223,5872935032691
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;4;2023-05-03T16:32:08Z;18,024973464857943;NA
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;5;2023-05-03T17:35:18Z;24,399191081577762;-79,9030020310629
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;6;2023-05-03T18:38:29Z;31,751416059154199;NA
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;7;2023-05-03T19:41:39Z;33,432902144299369;NA
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;8;2023-05-03T20:44:47Z;45,064414874816691;894,8415227664714
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;9;2023-05-03T21:47:56Z;40,418456195298653;1090,6091047695120
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;10;2023-05-03T22:51:02Z;39,530833193836486;1564,1818052152753
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;11;2023-05-03T23:54:08Z;37,719382500527104;1737,0517588030243
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;12;2023-05-04T00:57:13Z;43,391508404679612;1916,3857807222680
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;13;2023-05-04T02:00:20Z;36,540798756601667;1899,6725791809829
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;14;2023-05-04T03:03:24Z;41,314447545633087;1961,2849636246051
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;15;2023-05-04T04:06:31Z;43,945185263556986;2259,1316330518948
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;16;2023-05-04T05:09:37Z;33,939883425720154;2296,5738354924247
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;17;2023-05-04T06:12:44Z;37,093387089589648;1985,7109573099872
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;18;2023-05-04T07:15:49Z;53,323742685008483;1294,3553593419504
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;19;2023-05-04T08:18:56Z;33,090397146677113;1091,7874201502009
May;2023-05-02T22:00:00Z;2023-05-03T22:00:00Z;15;20;2023-05-04T09:20:33Z;NA;710,5964227461820
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;2;2023-06-05T11:16:10Z;78,867879502938067;8372,6482317397313
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;3;2023-06-05T12:26:31Z;72,323248497036985;5260,9995188469375
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;4;2023-06-05T13:23:30Z;32,626694262997106;5616,0106677519816
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;5;2023-06-05T14:27:07Z;21,025210968595442;5810,7727886336370
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;6;2023-06-05T15:30:47Z;23,804863123261999;6069,8946340812954
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;7;2023-06-05T16:51:10Z;25,941812835350969;5427,6224733888575
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;8;2023-06-05T17:38:06Z;27,142200043873100;5347,8405192458940
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;9;2023-06-05T18:58:26Z;19,198340246427151;5024,6104402538067
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;10;2023-06-05T19:45:20Z;19,329294474124541;5164,1845524049968
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;11;2023-06-05T20:48:52Z;29,004161888892021;6565,8402121568415
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;12;2023-06-05T21:52:21Z;36,010236502541972;5563,1930437283718
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;13;2023-06-05T22:55:49Z;36,480504416894597;6004,1742267599238
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;14;2023-06-05T23:59:16Z;35,927183053169308;6287,5402582200904
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;15;2023-06-06T01:02:45Z;33,523473932993213;5395,6685005339114
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;16;2023-06-06T02:06:11Z;34,733714621327955;5546,8761372262534
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;17;2023-06-06T03:09:39Z;33,684719058429280;5694,5354304602452
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;18;2023-06-06T04:13:07Z;34,039371103762043;6040,9619831796099
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;19;2023-06-06T05:16:33Z;30,348705669654063;6676,8454715937123
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;20;2023-06-06T06:19:59Z;4,761687056816296;7483,6501913033790
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;21;2023-06-06T07:23:30Z;29,437342953864732;6537,5476231213906
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;22;2023-06-06T08:27:05Z;31,747875637534484;6796,6178479628607
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;1;23;2023-06-06T09:30:43Z;20,792226216415351;6557,7217107605120
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;2;2023-06-05T10:04:09Z;NA;1502,9510697378610
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;3;2023-06-05T11:07:28Z;NA;1390,3467854148296
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;4;2023-06-05T12:10:53Z;NA;1229,2206582071169
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;5;2023-06-05T13:16:11Z;18,309723686531331;1413,5297537944448
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;6;2023-06-05T14:21:04Z;43,246607179142934;1569,4885600471432
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;7;2023-06-05T15:22:31Z;18,287135497647323;1349,8205839252091
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;8;2023-06-05T16:27:03Z;12,673321960878461;1103,2100052958390
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;9;2023-06-05T17:30:52Z;18,937647216468299;980,6152970421106
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;10;2023-06-05T18:33:49Z;19,407069119514368;1113,9462460269922
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;11;2023-06-05T19:37:28Z;23,272470915427881;1140,1734843329257
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;12;2023-06-05T20:40:22Z;18,466270670035893;1239,1934158960860
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;13;2023-06-05T21:43:16Z;16,671978945574466;1219,2279589755526
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;14;2023-06-05T22:47:29Z;12,643689116976704;1001,0843146466200
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;15;2023-06-05T23:50:59Z;15,681281625928976;906,7859126654638
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;16;2023-06-06T00:53:50Z;24,269902796220919;1228,3179232513353
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;17;2023-06-06T01:56:43Z;21,776701232486730;1425,4308897424939
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;18;2023-06-06T03:00:01Z;22,336106742436055;1535,9944145450806
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;19;2023-06-06T04:02:12Z;30,254634468303394;1542,2505423798127
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;20;2023-06-06T05:06:30Z;27,622119216486652;1609,6033140655161
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;21;2023-06-06T06:09:44Z;29,275244111181809;1683,3459599838038
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;22;2023-06-06T07:13:03Z;23,633746531468493;1821,9498495338587
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;23;2023-06-06T08:15:00Z;19,440271326123401;1805,7090871510288
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;2;24;2023-06-06T09:19:11Z;31,173688588626668;1791,4144013982243
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;2;2023-06-05T11:54:42Z;10,222889847885185;1153,0449726493669
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;3;2023-06-05T12:56:24Z;12,865992201107897;1044,8794894567911
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;4;2023-06-05T13:58:02Z;41,522156544809533;1064,9664203030252
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;5;2023-06-05T14:57:46Z;NA;805,0782895811217
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;6;2023-06-05T15:59:38Z;NA;819,9232207805579
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;7;2023-06-05T17:04:16Z;19,184944431011708;673,1948794414818
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;8;2023-06-05T18:06:03Z;14,468186869889228;609,9229995475046
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;9;2023-06-05T19:05:17Z;NA;781,2272461624763
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;10;2023-06-05T20:09:34Z;7,280260977553334;789,0427649910990
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;11;2023-06-05T21:11:47Z;5,202924441050913;974,6542072612824
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;12;2023-06-05T22:13:43Z;9,678134809472356;1161,9557249380962
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;13;2023-06-05T23:14:36Z;17,165772387323582;1340,8589890735743
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;14;2023-06-06T00:16:38Z;38,173289730306728;2001,6613131556069
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;15;2023-06-06T01:16:10Z;NA;2269,5637519221568
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;16;2023-06-06T02:20:13Z;18,240887164887489;2844,3122050689476
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;17;2023-06-06T03:21:42Z;38,146873519123432;3078,4272069697263
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;18;2023-06-06T04:21:13Z;NA;3193,1343638404942
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;19;2023-06-06T05:25:03Z;24,673974632980379;3379,4184491223173
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;20;2023-06-06T06:26:58Z;26,811528902905220;3473,8690174354838
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;21;2023-06-06T07:28:49Z;16,713878690431017;2775,3174238686306
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;22;2023-06-06T08:30:12Z;15,304760577241929;2022,3329441230733
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;4;23;2023-06-06T09:29:32Z;NA;1783,4488594120091
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;2;2023-06-05T11:00:13Z;21,772456588553439;5274,3511954657724
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;3;2023-06-05T12:02:43Z;14,652040484103701;3714,8186599350561
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;4;2023-06-05T13:05:38Z;15,722546272751126;4108,3555328406173
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;5;2023-06-05T14:08:48Z;13,380574297286488;3781,1745684418470
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;6;2023-06-05T15:12:02Z;11,666529953459854;3740,0543782361456
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;7;2023-06-05T16:15:30Z;10,311078209450407;4090,6716995580769
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;8;2023-06-05T17:18:37Z;11,228163700013027;3685,7342192383408
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;9;2023-06-05T18:21:21Z;13,578480018361043;3392,3767619236373
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;10;2023-06-05T19:25:23Z;12,411786663732816;3619,4363680254614
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;11;2023-06-05T20:28:27Z;20,728287004621048;3799,3517748846857
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;12;2023-06-05T21:31:34Z;21,475311070130921;3599,4733081602735
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;13;2023-06-05T22:34:46Z;29,789554512586175;3954,7537325097583
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;14;2023-06-05T23:38:14Z;18,083017088192893;3814,9818618202462
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;15;2023-06-06T00:40:59Z;22,169789971640832;3833,8490388495638
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;16;2023-06-06T01:44:46Z;22,558321752258891;3727,7589796705338
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;17;2023-06-06T02:47:12Z;27,033281855740270;3792,7136108954810
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;18;2023-06-06T03:50:36Z;28,742031069585369;3824,1883876979855
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;19;2023-06-06T04:53:41Z;55,991589094293168;4493,7661780461631
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;20;2023-06-06T05:57:30Z;22,100600183528556;3659,4646544258831
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;21;2023-06-06T06:59:52Z;14,069371777504603;3390,7702803342609
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;22;2023-06-06T08:03:17Z;16,130556300774991;3661,8815546116534
Jun;2023-06-04T22:00:00Z;2023-06-05T22:00:00Z;5;23;2023-06-06T09:05:52Z;13,647163120850056;3549,5410807285261
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;2;2023-06-06T14:22:33Z;NA;1882,4533722061844
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;3;2023-06-06T15:25:54Z;NA;1807,6972260096463
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;4;2023-06-06T16:28:36Z;80,744850296230481;2358,5668748634321
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;5;2023-06-06T17:32:12Z;19,788314204147575;2409,7101838123840
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;6;2023-06-06T18:35:26Z;28,447678558443368;2908,7369780642366
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;7;2023-06-06T19:38:58Z;33,717765817283365;2999,0848370687077
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;8;2023-06-06T20:42:22Z;41,754318914036176;3034,4697084653912
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;9;2023-06-06T21:45:20Z;50,305080788243771;3033,7954968229847
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;10;2023-06-06T22:49:02Z;53,131186595457990;3761,7760360687462
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;11;2023-06-06T23:51:52Z;56,837692009249459;3517,3835007081666
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;12;2023-06-07T00:55:16Z;54,991876898660479;3387,7327097466900
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;13;2023-06-07T01:58:17Z;58,236734103402121;3554,8902067591343
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;14;2023-06-07T03:01:22Z;60,399088398902371;3449,7199873247359
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;15;2023-06-07T04:04:49Z;51,194766056338942;3010,4548804529986
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;16;2023-06-07T05:07:38Z;44,277719557947371;2572,3872585593035
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;17;2023-06-07T06:11:05Z;39,487486019673049;2262,7950805862015
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;18;2023-06-07T07:14:13Z;30,078165486967180;2120,1443128806845
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;7;19;2023-06-07T08:17:03Z;20,717348468587069;2129,8639896679415
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;2;2023-06-06T14:43:57Z;41,142069253259997;2445,5121812704774
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;3;2023-06-06T15:47:37Z;36,222967590160515;2253,2035177968633
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;4;2023-06-06T16:50:55Z;37,652942710447718;2243,3776524412060
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;5;2023-06-06T17:54:07Z;35,276427630317393;2287,0135176169324
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;6;2023-06-06T18:57:14Z;33,189229866760947;2433,4323098436694
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;7;2023-06-06T20:00:35Z;34,600396960334884;2558,0230853089283
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;8;2023-06-06T21:06:44Z;33,654767345361741;2738,8159735419781
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;9;2023-06-06T22:07:47Z;35,293583367400821;2563,2347111930212
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;10;2023-06-06T23:10:43Z;35,252620946363692;2426,9808082819550
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;11;2023-06-07T00:14:07Z;36,861656027795746;2323,8222193101083
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;12;2023-06-07T01:17:39Z;43,505766963254793;2074,2704925480152
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;13;2023-06-07T02:20:32Z;38,240367744761755;2324,7672911152490
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;14;2023-06-07T03:23:55Z;38,608745699528640;2314,7859059324132
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;15;2023-06-07T04:27:23Z;44,804003780656494;2286,3300796555031
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;16;2023-06-07T05:29:59Z;27,583798943093157;2592,6413541169240
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;17;2023-06-07T06:32:54Z;34,283567511915962;2548,5727060277682
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;18;2023-06-07T07:36:04Z;38,059158433556483;2482,0418338952309
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;19;2023-06-07T08:39:46Z;28,953166248698611;2328,9142451787811
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;20;2023-06-07T09:42:11Z;47,242156973746518;2199,3195198172693
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;8;21;2023-06-07T10:45:22Z;30,355905934055464;1975,0728350223403
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;2;2023-06-06T13:44:37Z;75,128691268824269;1449,4572864180643
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;3;2023-06-06T14:46:37Z;77,909181133480772;1360,4209707627858
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;4;2023-06-06T15:48:28Z;64,595897568272207;1560,5243619052069
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;5;2023-06-06T16:50:22Z;44,524805993053981;1567,6315219982346
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;6;2023-06-06T17:52:22Z;49,649603010842092;1901,9453208174928
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;7;2023-06-06T18:54:27Z;61,097288228350187;2153,5423462298309
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;8;2023-06-06T19:56:17Z;79,725415779642859;2422,3744818205569
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;9;2023-06-06T20:58:25Z;79,029259820288459;2655,7951708531596
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;10;2023-06-06T22:00:12Z;76,403540252783685;2854,1538833120217
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;11;2023-06-06T23:01:51Z;87,814835518162340;3147,2309426635979
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;12;2023-06-07T00:03:17Z;93,449734902296115;3030,7406551694762
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;13;2023-06-07T01:05:22Z;100,227030494256852;4198,6996266454153
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;14;2023-06-07T02:07:00Z;109,514307137734860;3380,7170582739468
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;15;2023-06-07T03:08:46Z;113,806261494454318;3050,8383318487981
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;16;2023-06-07T04:10:23Z;99,424339599215742;2807,8605811151556
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;17;2023-06-07T05:12:10Z;58,773707421255175;2401,2237598661327
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;18;2023-06-07T06:13:56Z;53,179824730909871;2134,9651465875822
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;19;2023-06-07T07:15:22Z;55,180247413241425;2225,2962011659520
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;9;20;2023-06-07T08:17:20Z;45,974599133352541;1966,4573436623000
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;2;2023-06-06T14:39:18Z;NA;1041,7052985796313
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;3;2023-06-06T15:44:18Z;NA;907,0406368393508
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;4;2023-06-06T16:50:53Z;23,667965188778449;770,3153389594059
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;5;2023-06-06T17:55:57Z;11,288806004567844;827,2988026073347
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;6;2023-06-06T19:01:00Z;12,396150432035720;969,3628013921436
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;7;2023-06-06T20:04:32Z;NA;1089,5112942642108
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;8;2023-06-06T21:12:23Z;14,769190431612490;1277,1530895719836
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;9;2023-06-06T22:20:48Z;13,092829717466664;1386,9103059870724
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;10;2023-06-06T23:19:23Z;NA;1919,4948139619332
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;11;2023-06-07T00:25:50Z;18,760357153186373;1811,9651247604131
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;12;2023-06-07T01:30:42Z;16,528637806159260;1814,8755985294167
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;13;2023-06-07T02:35:35Z;22,730028167782120;2324,7192148003778
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;14;2023-06-07T03:40:26Z;24,804258553301690;2080,0828347362753
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;15;2023-06-07T04:43:46Z;NA;1791,3904439488426
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;16;2023-06-07T05:50:10Z;20,746660789520242;1913,8753572549736
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;17;2023-06-07T06:55:05Z;18,551654964934610;1577,2765133414191
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;18;2023-06-07T07:59:57Z;19,770283228834852;1349,1449593582761
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;19;2023-06-07T09:04:53Z;16,506141122330476;1087,7113795176522
Jun;2023-06-05T22:00:00Z;2023-06-06T22:00:00Z;10;20;2023-06-07T10:08:15Z;NA;1137,4757414776902
Jun;2023-06-06T22:00:00Z;2023-06-07T22:00:00Z;11;2;2023-06-07T13:30:15Z;27,386450043764100;1367,3688720416892
Jun;2023-06-06T22:00:00Z;2023-06-07T22:00:00Z;11;3;2023-06-07T14:31:27Z;27,550299366870803;1571,5626086532184
Jun;2023-06-06T22:00:00Z;2023-06-07T22:00:00Z;11;4;2023-06-07T15:35:12Z;23,100971335701313;1499,5421258856084
Jun;2023-06-06T22:00:00Z;2023-06-07T22:00:00Z;11;5;2023-06-07T16:37:57Z;26,883305279148207;1447,0373512768454
